ORF	gene	hmm_call	custom_call	biotradis_call	gumbel_call
MB1272	 mdh	NE	ES	ES	S
MB1273	 -	NE	ES	ES	NE
MB1274	 -	NE	NE	NE	U
MB1275C	 PE_PGRS23	NE	NE	NE	NE
MB1276	 lpqZ	NE	NE	NE	NE
MB1277C	 -	NE	NE	NE	NE
MB1278C	 -	NE	NE	NE	NE
MB1279C	 -	NE	NE	NE	U
MB1280C	 len: 1231 aa. Equivalent to Rv1248c len: 1231 aa	NE	AMB	NE	NE
MB1281C	 -	NE	NE	NE	NE
MB1282	 -	NE	NE	NE	U
MB1283C	 -	NE	NE	NE	NE
MB1284C	 lprE	NE	NE	NE	NE
MB1285	 deaD	ES	NE	NE	U
MB1286	 -	NE	ES	AMB	NE
MB1287C	 -	NE	NE	NE	NE
MB1288C	 -	NE	NE	NE	U
MB1289	 -	GD	AMB	NE	NE
MB1290	 -	NE	NE	NE	NE
MB1291	 -	NE	NE	NE	NE
MB1292C	 -	NE	NE	NE	U
MB1293C	 -	NE	AMB	ES	NE
MB1294	 amiB2	NE	NE	NE	NE
MB1295	 -	NE	NE	NE	NE
MB1296	 -	NE	NE	NE	NE
MB1297C	 PknH1	NE	NE	NE	NE
MB1297CA	 Tbd2	NE	NE	NE	NE
MB1297CB	 PknH2	NE	NE	NE	NE
MB1298C	 embR	NE	NE	NE	NE
MB1299C	 -	NE	NE	NE	NE
MB1300C	 -	NE	NE	NE	U
MB1301C	 lprA	NE	NE	NE	U
MB1302C	 -	NE	NE	NE	NE
MB1303C	 -	NE	NE	NE	NE
MB1304C	 -	GD	NE	NE	NE
MB1305	 lprB	GD	ES	NE	U
MB1306	 lprC	GD	ES	AMB	U
MB1307C	 -	NE	NE	AMB	NE
MB1308	 -	NE	NE	NE	U
MB1309	 -	NE	AMB	NE	NE
MB1310	 -	NE	NE	NE	NE
MB1311C	 oppA	NE	NE	NE	NE
MB1312C	 oppD	NE	AMB	NE	NE
MB1313C	 oppC	NE	NE	NE	NE
MB1314C	 oppB	NE	NE	NE	NE
MB1315	 -	ES	AMB	NE	U
MB1316	 cysD	ES	ES	NE	ES
MB1317	 cysN	NE	ES	ES	NE
MB1318	 -	NE	NE	NE	NE
MB1319	 -	NE	NE	NE	NE
MB1320	 -	NE	NE	NE	NE
MB1321C	 -	NE	NE	NE	NE
MB1322	 -	NE	NE	NE	S
MB1323C	 -	GD	NE	NE	S
MB1324	 argS	ES	ES	ES	ES
MB1325	 lysA	ES	ES	ES	ES
MB1326	 thrA	ES	ES	ES	ES
MB1327	 thrC	ES	ES	ES	ES
MB1328	 thrB	ES	ES	ES	ES
MB1329	 rho	GA	ES	AMB	NE
MB1330	 rpmE	ES	NE	NE	U
MB1331	 prfA	NE	ES	ES	U
MB1332	 hemK	NE	ES	NE	NE
MB1333	 -	ES	NE	NE	ES
MB1334	 rfe	GD	NE	AMB	U
MB1335	 -	GD	ES	ES	U
MB1336	 atpB	ES	ES	ES	U
MB1337	 atpE	ES	ES	NE	S
MB1338	 atpF	ES	ES	ES	ES
MB1339	 atpH	ES	ES	ES	ES
MB1340	 atpA	ES	ES	ES	ES
MB1341	 atpG	ES	ES	ES	ES
MB1342	 atpD	ES	ES	AMB	S
MB1343	 atpC	NE	ES	ES	NE
MB1344	 -	NE	NE	NE	NE
MB1345C	 -	NE	NE	NE	NE
MB1346C	 -	NE	NE	NE	NE
MB1347C	 -	ES	NE	NE	ES
MB1348	 murA	ES	ES	AMB	U
MB1349C	 ogt	GA	NE	NE	NE
MB1350C	 alkAb	NE	NE	NE	S
MB1351C	 alkAa	NE	NE	NE	NE
MB1352C	 -	NE	NE	NE	NE
MB1353C	 -	NE	NE	NE	NE
MB1354C	 -	NE	NE	NE	U
MB1355	 -	NE	NE	NE	S
MB1356	 -	NE	NE	NE	NE
MB1357C	 -	NE	NE	NE	NE
MB1358	 fadA4	NE	NE	NE	NE
MB1359	 -	NE	ES	ES	U
MB1360C	 PE_PGRS24	ES	ES	AMB	U
MB1361C	 glgB	ES	ES	ES	U
MB1362C	 glgE	NE	ES	ES	NE
MB1363	 glgP	NE	NE	NE	NE
MB1364C	 dinG	NE	NE	NE	NE
MB1365C	 -	NE	NE	NE	NE
MB1366	 -	NE	NE	NE	NE
MB1367	 -	NE	NE	NE	NE
MB1368	 -	NE	NE	NE	NE
MB1369	 -	NE	NE	NE	NE
MB1370	 -	NE	NE	NE	NE
MB1371	 cysM	NE	NE	NE	NE
MB1372	 -	NE	NE	NE	NE
MB1373	 murI	ES	NE	NE	ES
MB1374	 -	NE	AMB	NE	NE
MB1375	 rphA	NE	NE	NE	NE
MB1376	 -	ES	NE	NE	S
MB1377C	 -	ES	NE	NE	ES
MB1378C	 lprD	NE	NE	ES	NE
MB1379	 -	NE	NE	NE	NE
MB1380	 fadD33	NE	NE	NE	NE
MB1381	 fadE14	NE	NE	NE	NE
MB1382C	 -	NE	NE	NE	S
MB1383	 -	GD	ES	NE	U
MB1384	 -	GD	ES	NE	U
MB1385	 fabG2	NE	NE	NE	NE
MB1386	 -	NE	NE	NE	NE
MB1387	 -	NE	AMB	ES	NE
MB1388C	 -	NE	NE	NE	U
MB1389C	 -	NE	NE	NE	U
MB1390C	 moeY	NE	NE	NE	NE
MB1391C	 -	NE	NE	NE	NE
MB1392C	 -	NE	NE	NE	NE
MB1393	 -	NE	NE	NE	NE
MB1394	 -	NE	NE	NE	NE
MB1395	 -	NE	NE	NE	NE
MB1396C	 PPE19	NE	NE	NE	NE
MB1397C	 -	NE	NE	NE	NE
MB1398C	 -	NE	NE	NE	NE
MB1399C	 -	NE	NE	NE	NE
MB1400C	 -	NE	NE	NE	NE
MB1401	 -	NE	NE	NE	NE
MB1401A	 len: 86 aa. Equivalent to Rv1366A len: 86 aa	NE	NE	NE	NE
MB1402C	 -	NE	NE	NE	NE
MB1403	 lprF	NE	NE	NE	NE
MB1404	NA	NA	NE	NE	NA
MB1405	 -	NE	NE	NE	NE
MB1406	 -	NE	NE	NE	NE
MB1407	 -	NE	NE	NE	NE
MB1408	 -	NE	NE	NE	NE
MB1409C	 -	NE	NE	NE	NE
MB1410	 -	NE	NE	NE	NE
MB1411	 -	NE	NE	NE	NE
MB1412C	 -	NE	NE	NE	NE
MB1413C	 -	NE	NE	NE	NE
MB1414	 pyrR	ES	AMB	AMB	U
MB1415	 pyrB	ES	ES	ES	U
MB1416	 pyrC	ES	ES	ES	U
MB1417	 -	ES	ES	ES	U
MB1418	 carA	ES	ES	ES	ES
MB1419	 carB	ES	ES	ES	U
MB1420	 pyrF	NE	ES	ES	NE
MB1421	 PE15	NE	NE	NE	NE
MB1422	 PPE20	GD	NE	NE	NE
MB1423	 mihF	GD	ES	NE	U
MB1424	 gmk	ES	ES	ES	U
MB1425	 rpoZ	ES	AMB	NE	ES
MB1426	 dfp	ES	ES	ES	ES
MB1427	 metK	NE	ES	ES	NE
MB1428C	 -	NE	NE	NE	NE
MB1429C	 cyp132	NE	NE	NE	NE
MB1430	 -	NE	NE	NE	NE
MB1431C	 PE_PGRS25	NE	ES	NE	S
MB1432C	 -	NE	NE	NE	NE
MB1433C	 -	NE	NE	NE	NE
MB1434C	 lipH	NE	NE	NE	U
MB1435C	 lipI	NE	NE	NE	NE
MB1436	 -	GD	NE	NE	U
MB1437	 priA	NE	ES	NE	NE
MB1438C	 -	NE	NE	NE	U
MB1439	 -	NE	NE	NE	NE
MB1440C	 -	NE	NE	NE	NE
MB1441	 fmt	NE	ES	AMB	NE
MB1442	 fmu	NE	NE	NE	NE
MB1443	 rpe	NE	NE	NE	U
MB1444	 ribG	NE	ES	NE	U
MB1445C	 -	NE	NE	NE	NE
MB1446C	 lprG	NE	NE	NE	U
MB1447	 ribC	NE	ES	AMB	NE
MB1448	 -	NE	NE	NE	NE
MB1449	 -	ES	NE	NE	ES
MB1450	 ribA2	ES	ES	ES	S
MB1451	 ribH	NE	ES	ES	NE
MB1452	 -	NE	NE	NE	NE
MB1453	 lprH	NE	NE	NE	NE
MB1454	 -	GD	NE	NE	ES
MB1455	 uvrC	NE	ES	NE	NE
MB1456	 -	NE	NE	NE	U
MB1457	 -	ES	AMB	NE	U
MB1458	 whiA	NE	ES	ES	NE
MB1459C	 -	NE	NE	NE	NE
MB1460	 -	NE	NE	NE	U
MB1461C	 lipO	NE	NE	NE	U
MB1462C	 fadD12	NE	NE	NE	NE
MB1463C	 -	NE	NE	NE	NE
MB1464	 -	NE	NE	NE	U
MB1465	 PE16	NE	NE	NE	NE
MB1466	 -	ES	NE	NE	ES
MB1467	 -	NE	ES	AMB	NE
MB1468	 -	NE	NE	NE	S
MB1469	 -	NE	NE	NE	NE
MB1470C	 -	ES	NE	NE	U
MB1471	 gap	ES	ES	NE	ES
MB1472	 pgk	ES	ES	ES	ES
MB1473	 tpi	NE	ES	ES	NE
MB1474C	 -	NE	NE	NE	U
MB1475	 secG	NE	NE	NE	U
MB1476C	 PE_PGRS26	NE	NE	NE	NE
MB1477	 bisC	NE	NE	NE	S
MB1478C	 -	NE	NE	NE	NE
MB1479C	 -	NE	NE	NE	U
MB1480C	 devB	NE	AMB	NE	U
MB1481C	 opcA	NE	ES	NE	NE
MB1482C	 zwf2	NE	NE	NE	NE
MB1483C	 tal	ES	NE	NE	ES
MB1484C	 tkt	NE	ES	ES	ES
MB1485C	 PE_PGRS27	ES	ES	NE	ES
MB1486	 ctaB	NE	AMB	NE	U
MB1487C	 PE_PGRS28	NE	NE	NE	NE
MB1488	 -	NE	NE	NE	NE
MB1489C	 qor	NE	NE	NE	NE
MB1490	 -	GD	NE	NE	U
MB1491C	 -	GD	ES	ES	U
MB1492C	 -	GD	ES	ES	U
MB1493C	 -	NE	ES	NE	U
MB1494C	 -	ES	AMB	NE	U
MB1495	 -	ES	ES	NE	U
MB1496	 -	ES	ES	ES	ES
MB1497	 -	ES	ES	ES	U
MB1498	 -	ES	ES	AMB	U
MB1499	 csd	NE	ES	ES	U
MB1500	 -	NE	ES	ES	S
MB1501	 -	NE	ES	ES	NE
MB1502C	 fadE15	NE	NE	NE	U
MB1503C	 PE_PGRS29	NE	AMB	NE	U
MB1504	 ctpD	NE	NE	NE	NE
MB1505	 trxA	NE	NE	NE	NE
MB1506	 trxB1	NE	NE	NE	NE
MB1507	 echA12	NE	NE	NE	NE
MB1508	 -	NE	NE	NE	S
MB1509	 -	NE	NE	NE	NE
MB1510C	 -	ES	NE	NE	U
MB1511C	 acn	ES	ES	ES	U
MB1512	 -	GD	NE	ES	U
MB1513	 -	GA	NE	NE	NE
MB1514	 -	GD	NE	NE	ES
MB1515	 moxR1	GD	ES	ES	U
MB1516	 -	GD	ES	ES	ES
MB1517	 -	NE	AMB	ES	NE
MB1518C	 -	ES	NE	NE	U
MB1519	 fabG1	ES	ES	NE	U
MB1520	 inhA	ES	ES	ES	U
MB1521	 hemZ	NE	ES	ES	NE
MB1522C	 -	NE	NE	NE	NE
MB1523	 -	NE	NE	NE	NE
MB1524	 -	NE	NE	NE	NE
MB1525	 -	NE	NE	NE	S
MB1526	 -	NE	NE	NE	NE
MB1527	 -	NE	NE	NE	NE
MB1528C	 -	NE	NE	NE	NE
MB1529	 mutA	NE	NE	NE	NE
MB1530	 mutB	NE	NE	NE	NE
MB1531	 -	NE	NE	NE	NE
MB1532	 -	NE	NE	NE	NE
MB1533	 -	NE	NE	NE	NE
MB1534	 lipL	NE	NE	NE	NE
MB1535C	 -	NE	NE	NE	S
MB1536C	 -	NE	NE	NE	NE
MB1537	 -	NE	NE	NE	NE
MB1538	 -	NE	NE	NE	NE
MB1539	 -	NE	NE	NE	NE
MB1540	 -	NE	NE	NE	NE
MB1541	 -	NE	NE	NE	NE
MB1542C	 -	NE	NE	NE	NE
MB1543C	 -	NE	NE	NE	NE
MB1544	 -	NE	NE	NE	NE
MB1545	 -	NE	NE	NE	NE
MB1546	 -	NE	NE	NE	NE
MB1547	 -	NE	NE	NE	NE
MB1548	 fadD25	GA	NE	NE	NE
MB1549C	 mmpL12	NE	NE	NE	NE
MB1550	 -	NE	NE	NE	NE
MB1551	 -	NE	NE	NE	U
MB1552	 wbbL2	NE	NE	NE	U
MB1553C	 -	NE	NE	NE	NE
MB1554C	 pks5	NE	NE	NE	NE
MB1555C	 papA4	NE	NE	NE	NE
MB1556	 fadD24	NE	NE	NE	NE
MB1557	 adh	NE	NE	NE	NE
MB1558	 -	NE	NE	NE	NE
MB1559C	 -	NE	NE	NE	U
MB1560	 -	NE	AMB	NE	NE
MB1561	 -	NE	NE	NE	NE
MB1562	 -	ES	NE	NE	U
MB1563	 ileS	NE	ES	ES	NE
MB1564	 dinX	NE	NE	NE	NE
MB1565C	 ansA	NE	NE	NE	U
MB1566	 lspA	NE	ES	NE	U
MB1567	 -	NE	ES	AMB	NE
MB1568C	 lprI	NE	NE	NE	NE
MB1569C	 glbN	NE	NE	NE	NE
MB1570	 -	NE	NE	NE	NE
MB1571	 -	NE	NE	NE	S
MB1572	 -	NE	NE	NE	NE
MB1573	 -	ES	NE	NE	ES
MB1574	 dnaE1	NE	ES	ES	NE
MB1575C	 PPE21	NE	NE	NE	NE
MB1576	 fadD11	NE	NE	NE	NE
MB1577	 plsB1	NE	NE	NE	U
MB1578	 frdA	NE	NE	NE	NE
MB1579	 frdBC	NE	NE	NE	NE
MB1580	 frdD	NE	NE	NE	NE
MB1581	 -	NE	NE	NE	NE
MB1582	 mmpS6	NE	NE	NE	NE
MB1583	 mmpL6	NE	NE	NE	NE
MB1584	 -	NE	NE	NE	NE
MB1585	 ilvA	NE	NE	NE	S
MB1586	 -	NE	NE	NE	NE
MB1587	 -	NE	NE	NE	U
MB1588C	 treZ	GD	NE	NE	NE
MB1589C	 treYb	NE	AMB	NE	NE
MB1590C	 treYa	NE	AMB	NE	U
MB1591C	 treX	ES	NE	NE	ES
MB1592C	 -	NE	ES	ES	NE
MB1593C	 -	NE	NE	NE	NE
MB1594C	 -	NE	NE	NE	NE
MB1595	 bioA	NE	NE	NE	NE
MB1596	 bioF1	NE	NE	NE	S
MB1597	 bioD	GD	ES	ES	U
MB1598	 -	GD	AMB	AMB	S
MB1598A	 -	GD	ES	ES	S
MB1599	 -	GD	ES	ES	S
MB1600	 -	GD	ES	ES	U
MB1601	 -	GD	ES	NE	U
MB1602C	 -	GD	ES	ES	U
MB1603C	 -	GD	ES	ES	U
MB1604C	 -	GD	ES	ES	S
MB1605C	 -	GD	ES	NE	NE
MB1606C	 -	NE	NE	NE	U
MB1607C	 -	NE	NE	NE	NE
MB1608C	 -	NE	NE	NE	NE
MB1609C	 -	NE	AMB	NE	S
MB1610C	 -	NE	NE	NE	NE
MB1611C	 -	NE	NE	NE	NE
MB1612C	 -	NE	NE	NE	NE
MB1613C	 -	NE	NE	NE	NE
MB1614C	 -	NE	NE	NE	NE
MB1615	 bioB	NE	NE	NE	S
MB1616	 -	NE	NE	NE	NE
MB1617	 -	NE	NE	NE	NE
MB1618C	 -	NE	NE	NE	NE
MB1619C	 -	ES	NE	NE	U
MB1620	 nadA	ES	ES	ES	ES
MB1621	 nadB	GD	ES	ES	U
MB1622	 nadC	NE	AMB	AMB	NE
MB1623	 -	NE	NE	NE	NE
MB1624C	 -	ES	NE	NE	ES
MB1625	 hisD	ES	ES	ES	ES
MB1626	 hisC1	ES	ES	ES	ES
MB1627	 hisB	ES	ES	ES	U
MB1628	 hisH	ES	ES	ES	U
MB1629	 hisA	NE	ES	ES	NE
MB1630	 impA	ES	NE	NE	U
MB1631	 hisF	ES	ES	ES	U
MB1632	 hisI	NE	ES	ES	NE
MB1633	 chaA	NE	NE	NE	NE
MB1634C	 bcpB	ES	NE	NE	ES
MB1635	 trpE	NE	ES	NE	U
MB1636	 -	ES	ES	NE	U
MB1637	 trpC	ES	ES	ES	ES
MB1638	 trpB	ES	ES	ES	ES
MB1639	 trpA	ES	ES	ES	U
MB1640	 lgt	NE	ES	AMB	NE
MB1641	 -	NE	NE	NE	NE
MB1642	 -	NE	NE	NE	U
MB1643	 pykA	NE	NE	NE	NE
MB1644	 tesB1	GD	NE	NE	U
MB1645	 -	NE	ES	NE	U
MB1646C	 cydC	NE	AMB	NE	NE
MB1647C	 cydD	NE	NE	NE	NE
MB1648C	 cydB	NE	NE	NE	NE
MB1649C	 cydA	NE	NE	NE	NE
MB1650C	 -	NE	NE	NE	NE
MB1651C	 cya	NE	NE	NE	S
MB1652	 -	NE	NE	NE	NE
MB1653C	 -	NE	NE	NE	NE
MB1654C	 -	GD	NE	NE	ES
MB1655	 polA	ES	ES	NE	ES
MB1656	 rpsA	NE	ES	ES	U
MB1657	 coaE	NE	ES	ES	NE
MB1658C	 -	NE	NE	NE	NE
MB1659	 uvrB	NE	NE	NE	NE
MB1660	 -	NE	NE	NE	NE
MB1661C	 -	NE	NE	NE	U
MB1662	 TB15.3	NE	NE	NE	NE
MB1663C	 -	NE	NE	NE	NE
MB1664	 uvrA	NE	NE	NE	U
MB1665C	 -	NE	NE	NE	NE
MB1666C	 -	NE	NE	NE	NE
MB1667C	 lysX	NE	NE	NE	U
MB1668	 infC	NE	ES	ES	S
MB1669	 rpmI	NE	NE	NE	U
MB1670	 rplT	NE	AMB	NE	NE
MB1671	 tsnR	NE	NE	NE	NE
MB1672C	 -	NE	NE	NE	NE
MB1673	 PE17	NE	NE	NE	NE
MB1674	 -	NE	NE	NE	NE
MB1675	 -	ES	NE	NE	U
MB1676	 pheS	ES	ES	ES	ES
MB1677	 pheT	NE	ES	ES	NE
MB1679C	 PE_PGRS30	ES	NE	NE	ES
MB1680	 argC	ES	ES	ES	U
MB1681	 argJ	ES	ES	ES	U
MB1682	 argB	GD	ES	ES	U
MB1683	 argD	GD	ES	AMB	U
MB1684	 argF	NE	ES	ES	S
MB1685	 argR	ES	AMB	NE	ES
MB1686	 argG	ES	ES	ES	U
MB1687	 argH	NE	ES	ES	NE
MB1688	 pks10	NE	NE	NE	ES
MB1689	 pks7	NE	ES	NE	U
MB1690	 pks8	NE	AMB	NE	U
MB1691	 pks17	NE	NE	NE	U
MB1692	 pks9	NE	AMB	NE	NE
MB1693	 pks11	NE	NE	NE	NE
MB1694C	 cyp139	NE	NE	NE	NE
MB1695C	 -	NE	NE	NE	NE
MB1696	 -	NE	NE	NE	NE
MB1697	 -	NE	NE	NE	NE
MB1698	 -	NE	NE	NE	NE
MB1699C	 -	NE	NE	NE	NE
MB1700C	 -	NE	NE	NE	NE
MB1701C	 -	NE	NE	NE	NE
MB1702C	 -	ES	NE	NE	U
MB1703	 -	NE	ES	NE	NE
MB1704	 dsbF	NE	ES	NE	U
MB1705	 -	NE	AMB	NE	U
MB1706	 fadE16	NE	ES	AMB	NE
MB1707	 -	NE	NE	NE	NE
MB1708	 moeX	NE	NE	NE	U
MB1709	 -	GD	NE	NE	ES
MB1710	 -	GD	ES	ES	S
MB1710A	 -	GD	ES	ES	NE
MB1711C	 -	GD	AMB	NE	NE
MB1712C	 -	NE	NE	NE	NE
MB1713C	 -	NE	NE	NE	NE
MB1714	 -	ES	NE	NE	ES
MB1715	 tyrS	NE	ES	ES	NE
MB1716	 lprJ	NE	NE	ES	NE
MB1717	 -	NE	NE	NE	NE
MB1718	 -	NE	ES	NE	S
MB1719	 -	ES	ES	NE	U
MB1720	 tlyA	ES	AMB	NE	U
MB1721	 ppnK	NE	ES	ES	U
MB1722	 recN	ES	AMB	NE	ES
MB1723	 -	NE	ES	ES	U
MB1724	 -	ES	AMB	NE	U
MB1725	 pyrG	ES	ES	ES	U
MB1726	 -	ES	AMB	NE	U
MB1727	 -	NE	AMB	NE	NE
MB1728C	 -	NE	NE	NE	NE
MB1729C	 -	NE	NE	NE	NE
MB1730C	 cycA	NE	NE	NE	NE
MB1731C	 PPE22	NE	NE	NE	NE
MB1732C	 PPE23	NE	NE	NE	S
MB1733C	 -	NE	NE	ES	NE
MB1734	 -	ES	NE	NE	ES
MB1735	 -	NE	ES	ES	NE
MB1736	 -	NE	NE	NE	U
MB1737	 -	ES	NE	NE	U
MB1738	 -	ES	ES	ES	NE
MB1739	 cmk	ES	ES	ES	ES
MB1740	 engA	NE	ES	ES	S
MB1741	 -	NE	NE	ES	NE
MB1742	 fadB3a	NE	NE	NE	NE
MB1743	 fadB3b	NE	AMB	NE	U
MB1744	 -	NE	NE	NE	NE
MB1745	 -	NE	NE	NE	NE
MB1746	 -	NE	NE	NE	NE
MB1748	 -	NE	NE	NE	S
MB1749C	 -	NE	NE	NE	S
MB1750C	 -	NE	NE	NE	NE
MB1751	 -	NE	NE	NE	NE
MB1752	 -	NE	NE	NE	NE
MB1753C	 -	NE	NE	NE	NE
MB1754C	 -	NE	NE	NE	NE
MB1755	 -	NE	NE	NE	NE
MB1756	 -	NE	NE	NE	NE
MB1757C	 -	NE	NE	NE	NE
MB1758C	 -	NE	NE	NE	NE
MB1759C	 -	NE	AMB	NE	U
MB1760	 gabD2	NE	AMB	NE	NE
MB1761C	 -	NE	NE	NE	NE
MB1762C	 -	NE	NE	NE	NE
MB1763C	 -	NE	NE	ES	NE
MB1764C	 -	NE	NE	NE	NE
MB1765C	 narX	NE	NE	NE	NE
MB1766C	 narK2	NE	NE	NE	NE
MB1767	 -	NE	NE	NE	U
MB1768C	 -	NE	NE	NE	S
MB1769	 -	NE	NE	NE	NE
MB1770	 -	NE	NE	NE	NE
MB1771	 -	NE	NE	NE	NE
MB1772	 pknE	NE	NE	NE	NE
MB1773C	 -	NE	NE	NE	NE
MB1774C	 idi	NE	NE	NE	NE
MB1775	 pknF	NE	NE	NE	U
MB1776	 -	NE	NE	NE	NE
MB1777	 -	NE	NE	NE	NE
MB1778C	 -	NE	NE	NE	NE
MB1779C	 fadD1	NE	NE	NE	NE
MB1780	 -	NE	NE	NE	NE
MB1781	 -	NE	NE	NE	U
MB1782C	 PPE24	NE	NE	NE	NE
MB1783C	 -	NE	NE	NE	NE
MB1784C	 plcD	NE	NE	NE	NE
MB1785C	 -	NE	NE	NE	U
MB1786	 -	NE	NE	NE	NE
MB1787	 mmpL14	NE	NE	NE	NE
MB1788	 -	NE	NE	NE	NE
MB1789C	 wag22b	NE	AMB	NE	NE
MB1790C	 wag22a	NE	NE	NE	NE
MB1791	 -	NE	NE	NE	NE
MB1792C	 -	NE	NE	NE	NE
MB1793C	 -	NE	NE	NE	NE
MB1794C	 -	NE	NE	NE	NE
MB1795C	 -	NE	NE	NE	NE
MB1795A	 -	NE	NE	NE	NE
MB1796	 -	NE	NE	NE	NE
MB1797	 PE_PGRS31	NE	NE	NE	U
MB1798	 -	NE	NE	NE	NE
MB1799	 -	NE	NE	NE	NE
MB1800	 -	NE	NE	NE	U
MB1801	 -	NE	AMB	NE	NE
MB1802C	 -	NE	NE	NE	NE
MB1803	 -	NE	NE	NE	U
MB1804	 -	NE	NE	NE	U
MB1805C	 -	NE	NE	NE	NE
MB1806	 cyp144	NE	NE	NE	U
MB1807C	 -	NE	NE	AMB	U
MB1808C	 -	NE	AMB	NE	NE
MB1809	 -	NE	NE	NE	NE
MB1810C	 malQ	ES	NE	NE	ES
MB1811	 -	ES	ES	ES	ES
MB1812	 -	NE	ES	ES	NE
MB1813C	 cyp143	NE	NE	NE	S
MB1814	 -	NE	NE	NE	NE
MB1815	 PPE25	NE	NE	NE	NE
MB1816	 PE18	NE	NE	NE	NE
MB1817	 PPE26	NE	NE	NE	NE
MB1818	 PPE27	NE	NE	NE	NE
MB1819	 PE19	NE	NE	NE	NE
MB1820	 esxM	NE	NE	NE	U
MB1821	 esxN	ES	NE	NE	ES
MB1822	 -	ES	ES	NE	ES
MB1823	 -	GD	ES	ES	U
MB1824	 -	GD	ES	ES	ES
MB1825	 -	NE	ES	ES	NE
MB1826	 -	NE	NE	NE	S
MB1827	 lppT	NE	NE	NE	NE
MB1828	 PPE28	NE	NE	NE	U
MB1829	 PPE29	NE	NE	NE	NE
MB1830	 PPE30	NE	NE	NE	NE
MB1831C	 PE_PGRS32b	NE	NE	NE	S
MB1832C	 PE_PGRS32a	NE	NE	NE	NE
MB1833C	 -	NE	NE	NE	U
MB1834C	 -	NE	ES	ES	NE
MB1835	 PE20	NE	NE	NE	NE
MB1836	 PPE31	NE	NE	NE	NE
MB1837	 PPE32	NE	NE	NE	NE
MB1838	 PPE33a	NE	NE	NE	NE
MB1839	 PPE33b	NE	NE	NE	NE
MB1840	 -	NE	NE	NE	NE
MB1841	 -	NE	NE	NE	NE
MB1842C	 -	NE	NE	NE	NE
MB1843C	 -	NE	NE	NE	NE
MB1844	 erg3	NE	NE	NE	NE
MB1845	 -	NE	NE	NE	NE
MB1846	 -	NE	NE	NE	S
MB1847	 -	NE	NE	ES	NE
MB1848	 -	NE	NE	NE	U
MB1849C	 PE_PGRS33	NE	AMB	NE	NE
MB1850C	 -	NE	NE	NE	NE
MB1851	 ilvG	NE	NE	NE	NE
MB1852	 secA2	ES	NE	NE	ES
MB1853	 pgsA2	NE	NE	NE	NE
MB1854	 -	NE	NE	NE	NE
MB1855	 -	NE	NE	NE	NE
MB1856	 -	NE	NE	NE	NE
MB1857	 gcvH	NE	NE	NE	U
MB1858	 cfp17	NE	NE	AMB	NE
MB1859	 -	NE	NE	NE	NE
MB1860	 -	NE	NE	NE	U
MB1861	 -	NE	NE	NE	S
MB1862	 -	GD	NE	NE	U
MB1863	 gcvB	NE	AMB	NE	NE
MB1864C	 -	NE	NE	NE	NE
MB1865	 -	NE	NE	NE	NE
MB1866C	 -	NE	NE	NE	NE
MB1867C	 -	ES	NE	NE	ES
MB1868C	 glcB	NE	ES	ES	NE
MB1869C	 -	NE	NE	NE	S
MB1870C	 -	NE	NE	ES	U
MB1871C	 PE_PGRS34	NE	AMB	NE	NE
MB1872C	 -	NE	NE	NE	NE
MB1873C	 -	NE	NE	NE	NE
MB1874C	 guaB1	NE	NE	NE	NE
MB1875C	 gnd1	NE	NE	NE	NE
MB1876C	 -	NE	NE	NE	NE
MB1877C	 -	NE	NE	NE	S
MB1878	 -	NE	NE	NE	S
MB1879	 ureA	NE	NE	NE	U
MB1880	 ureB	NE	NE	NE	NE
MB1881	 ureC	NE	AMB	NE	S
MB1882	 ureF	NE	NE	NE	NE
MB1883	 ureG	NE	NE	NE	U
MB1884	 ureD	ES	NE	NE	U
MB1885C	 ndh	NE	ES	ES	NE
MB1886C	 -	NE	NE	NE	NE
MB1887C	 -	NE	NE	NE	NE
MB1888	 modA	NE	NE	NE	NE
MB1889	 modB	NE	NE	NE	NE
MB1890	 modC	NE	NE	NE	NE
MB1891	 apa	NE	NE	NE	NE
MB1892	 -	NE	NE	NE	NE
MB1893	 adhA	NE	NE	NE	NE
MB1894C	 -	NE	NE	NE	NE
MB1895C	 -	NE	NE	NE	NE
MB1896C	 -	NE	NE	NE	NE
MB1897	 -	NE	NE	NE	NE
MB1898	 -	NE	NE	NE	U
MB1899	 -	NE	NE	NE	NE
MB1900C	 -	NE	NE	NE	NE
MB1901C	 -	NE	NE	NE	NE
MB1902C	 -	NE	NE	NE	NE
MB1903C	 lldD2	NE	NE	NE	NE
MB1904	 -	NE	NE	NE	NE
MB1905	 -	NE	NE	NE	NE
MB1906	 -	NE	NE	NE	NE
MB1907	 bfrA	NE	NE	NE	NE
MB1908	 -	NE	NE	NE	NE
MB1909	 -	NE	NE	NE	NE
MB1910	 glnA3	NE	NE	NE	NE
MB1911	 -	NE	NE	NE	NE
MB1912C	 cyp140	NE	NE	NE	NE
MB1913C	 lppE	NE	NE	NE	NE
MB1914C	 -	NE	NE	NE	NE
MB1915C	 -	NE	NE	NE	NE
MB1916C	 rpfC	NE	NE	NE	NE
MB1917C	 -	NE	NE	NE	NE
MB1918C	 fbpB	NE	NE	NE	NE
MB1919	 -	NE	NE	NE	NE
MB1920C	 -	NE	NE	NE	S
MB1921C	 -	NE	NE	NE	NE
